"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","date_event_start","date_event_end","exp_attendance","exp_participants","event_host","event_url","address_full","lat","lng"
"Curbside Bites Food Truck Markets - Downtown Lunch","52862","","FARMERS","Almost every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served."," B Street between India & Columbia Streets","2020-07-22 11:00:00","2020-07-22 14:00:00","","","Curbside Bites","www.curbsidebites.com ","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","53285","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes.","Date Street between State Street and Kettner Boulevard","2020-07-22 09:00:00","2020-07-22 13:30:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & State Street","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","53233","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues

","2020-07-21 14:00:00","2020-07-21 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Sunday Artisan Market","53353","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and K Street","2020-07-19 10:00:00","2020-07-19 15:00:00","","","Gaslamp Quarter Association","www.gaslamp.org","5th Avenue & Market Street","32.711490000000005","-117.160126"
"Old Town Artisan's Market","53032","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-07-19 09:00:00","2020-07-19 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"Hillcrest Farmers' Market and Open Air Bizarre","53073","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2020-07-19 09:00:00","2020-07-19 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"Old Town Artisan's Market","53031","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-07-18 09:00:00","2020-07-18 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"City Heights Farmer's Market (Every Saturday)","52794","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2020-07-18 09:00:00","2020-07-18 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org ","Wightman & 43rd Streets","32.747757","-117.102"
"The Mercato Little Italy's Farmers' Market","53181","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2020-07-18 08:00:00","2020-07-18 14:00:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar Street & Front Street","32.721954","-117.16477"
"North Park Thursday Market","53132","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street","2020-07-16 15:00:00","2020-07-16 19:30:00","","","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","52737","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2020-07-15 16:00:00","2020-07-15 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","52861","","FARMERS","Almost every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served."," B Street between India & Columbia Streets","2020-07-15 11:00:00","2020-07-15 14:00:00","","","Curbside Bites","www.curbsidebites.com ","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","53284","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes.","Date Street between State Street and Kettner Boulevard","2020-07-15 09:00:00","2020-07-15 13:30:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & State Street","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","53232","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues

","2020-07-14 14:00:00","2020-07-14 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Old Town Artisan's Market","53030","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-07-12 09:00:00","2020-07-12 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"Hillcrest Farmers' Market and Open Air Bizarre","53072","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2020-07-12 09:00:00","2020-07-12 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"Old Town Artisan's Market","53029","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-07-11 09:00:00","2020-07-11 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"City Heights Farmer's Market (Every Saturday)","52793","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2020-07-11 09:00:00","2020-07-11 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org ","Wightman & 43rd Streets","32.747757","-117.102"
"The Mercato Little Italy's Farmers' Market","53180","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2020-07-11 08:00:00","2020-07-11 14:00:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar Street & Front Street","32.721954","-117.16477"
"North Park Thursday Market","53131","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street","2020-07-09 15:00:00","2020-07-09 19:30:00","","","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","52736","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2020-07-08 16:00:00","2020-07-08 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","52860","","FARMERS","Almost every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served."," B Street between India & Columbia Streets","2020-07-08 11:00:00","2020-07-08 14:00:00","","","Curbside Bites","www.curbsidebites.com ","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","53283","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes.","Date Street between State Street and Kettner Boulevard","2020-07-08 09:00:00","2020-07-08 13:30:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & State Street","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","53231","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues

","2020-07-07 14:00:00","2020-07-07 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Sunday Artisan Market","53351","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and K Street","2020-07-05 10:00:00","2020-07-05 15:00:00","","","Gaslamp Quarter Association","www.gaslamp.org","5th Avenue & Market Street","32.711490000000005","-117.160126"
"Hillcrest Farmers' Market and Open Air Bizarre","53071","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2020-07-05 09:00:00","2020-07-05 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"Old Town Artisan's Market","53028","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-07-05 09:00:00","2020-07-05 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"City Heights Farmer's Market (Every Saturday)","52792","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2020-07-04 09:00:00","2020-07-04 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org ","Wightman & 43rd Streets","32.747757","-117.102"
"Old Town Artisan's Market","53027","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-07-04 09:00:00","2020-07-04 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"The Mercato Little Italy's Farmers' Market","53179","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2020-07-04 08:00:00","2020-07-04 14:00:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar Street & Front Street","32.721954","-117.16477"
"North Park Thursday Market","53130","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street","2020-07-02 15:00:00","2020-07-02 19:30:00","","","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","52735","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2020-07-01 16:00:00","2020-07-01 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","52859","","FARMERS","Almost every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served."," B Street between India & Columbia Streets","2020-07-01 11:00:00","2020-07-01 14:00:00","","","Curbside Bites","www.curbsidebites.com ","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","53282","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes.","Date Street between State Street and Kettner Boulevard","2020-07-01 09:00:00","2020-07-01 13:30:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & State Street","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","53230","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues

","2020-06-30 14:00:00","2020-06-30 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Sunday Artisan Market","53350","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and K Street","2020-06-28 10:00:00","2020-06-28 15:00:00","","","Gaslamp Quarter Association","www.gaslamp.org","5th Avenue & Market Street","32.711490000000005","-117.160126"
"Old Town Artisan's Market","53026","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-06-28 09:00:00","2020-06-28 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"Hillcrest Farmers' Market and Open Air Bizarre","53070","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2020-06-28 09:00:00","2020-06-28 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"City Heights Farmer's Market (Every Saturday)","52791","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2020-06-27 09:00:00","2020-06-27 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org ","Wightman & 43rd Streets","32.747757","-117.102"
"Old Town Artisan's Market","53025","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-06-27 09:00:00","2020-06-27 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"The Mercato Little Italy's Farmers' Market","53178","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2020-06-27 08:00:00","2020-06-27 14:00:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar Street & Front Street","32.721954","-117.16477"
"North Park Thursday Market","53129","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street","2020-06-25 15:00:00","2020-06-25 19:30:00","","","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","52734","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2020-06-24 16:00:00","2020-06-24 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","52858","","FARMERS","Almost every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served."," B Street between India & Columbia Streets","2020-06-24 11:00:00","2020-06-24 14:00:00","","","Curbside Bites","www.curbsidebites.com ","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","53281","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes.","Date Street between State Street and Kettner Boulevard","2020-06-24 09:00:00","2020-06-24 13:30:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & State Street","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","53229","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues

","2020-06-23 14:00:00","2020-06-23 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Sunday Artisan Market","53349","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and K Street","2020-06-21 10:00:00","2020-06-21 15:00:00","","","Gaslamp Quarter Association","www.gaslamp.org","5th Avenue & Market Street","32.711490000000005","-117.160126"
"Old Town Artisan's Market","53024","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-06-21 09:00:00","2020-06-21 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"Hillcrest Farmers' Market and Open Air Bizarre","53069","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2020-06-21 09:00:00","2020-06-21 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"City Heights Farmer's Market (Every Saturday)","52790","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2020-06-20 09:00:00","2020-06-20 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org ","Wightman & 43rd Streets","32.747757","-117.102"
"Old Town Artisan's Market","53023","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-06-20 09:00:00","2020-06-20 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"The Mercato Little Italy's Farmers' Market","53177","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2020-06-20 08:00:00","2020-06-20 14:00:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar Street & Front Street","32.721954","-117.16477"
"North Park Thursday Market","53128","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street","2020-06-18 15:00:00","2020-06-18 19:30:00","","","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","52733","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2020-06-17 16:00:00","2020-06-17 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","52857","","FARMERS","Almost every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served."," B Street between India & Columbia Streets","2020-06-17 11:00:00","2020-06-17 14:00:00","","","Curbside Bites","www.curbsidebites.com ","B Street & India Street","32.717766","-117.16828"
"Little Italy's Wednesday Farmers Market","53280","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes.","Date Street between State Street and Kettner Boulevard","2020-06-17 09:00:00","2020-06-17 13:30:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & State Street","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","53228","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues

","2020-06-16 14:00:00","2020-06-16 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Sunday Artisan Market","53348","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and K Street","2020-06-14 10:00:00","2020-06-14 15:00:00","","","Gaslamp Quarter Association","www.gaslamp.org","5th Avenue & Market Street","32.711490000000005","-117.160126"
"Old Town Artisan's Market","53022","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-06-14 09:00:00","2020-06-14 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"Hillcrest Farmers' Market and Open Air Bizarre","53068","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2020-06-14 09:00:00","2020-06-14 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"City Heights Farmer's Market (Every Saturday)","52789","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2020-06-13 09:00:00","2020-06-13 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org ","Wightman & 43rd Streets","32.747757","-117.102"
"Old Town Artisan's Market","53021","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists.
Host Name: ","Harney Street between San Diego Avenue and Congress Street","2020-06-13 09:00:00","2020-06-13 18:30:00","","","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"The Mercato Little Italy's Farmers' Market","53176","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2020-06-13 08:00:00","2020-06-13 14:00:00","","","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar Street & Front Street","32.721954","-117.16477"
"North Park Thursday Market","53127","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street","2020-06-11 15:00:00","2020-06-11 19:30:00","","","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmer's Market (Wednesdays)","52732","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2020-06-10 16:00:00","2020-06-10 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","52856","","FARMERS","Almost every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served."," B Street between India & Columbia Streets","2020-06-10 11:00:00","2020-06-10 14:00:00","","","Curbside Bites","www.curbsidebites.com ","B Street & India Street","32.717766","-117.16828"
